timestamp,open,high,low,close,volume
2020-01-31,33.4700,33.4700,32.7000,32.7500,185897
2020-01-30,33.7000,33.8386,33.2500,33.5500,174414
2020-01-29,33.9200,34.0900,33.7600,33.7800,201016
2020-01-28,33.5900,33.7300,33.4700,33.7200,269597
2020-01-27,33.0500,33.4900,33.0000,33.4200,181003
2020-01-24,33.7500,33.9500,33.3400,33.6200,168818
2020-01-23,33.3600,33.7400,32.9100,33.7300,279400
2020-01-22,33.1000,33.5000,33.0457,33.2400,514958
2020-01-21,33.0200,33.0900,32.6500,32.9800,376699
2020-01-17,33.2000,33.3700,32.8500,33.1100,248789
2020-01-16,32.8000,33.0700,32.6700,33.0600,274503
2020-01-15,32.4200,32.7211,32.4100,32.6600,256433
2020-01-14,32.5000,32.5000,32.2800,32.3700,420898
2020-01-13,32.1000,32.4500,32.0200,32.3800,544640
2020-01-10,31.7500,32.0393,31.6333,31.8800,281267
2020-01-09,31.9000,31.9900,31.5800,31.7100,327697
2020-01-08,31.1500,32.0400,31.0000,31.7600,616739
2020-01-07,30.4000,31.2200,30.3300,31.2000,488916
2020-01-06,30.0100,30.4900,30.0000,30.3600,292664
2020-01-03,30.1500,30.2900,30.0000,30.2000,249653
2020-01-02,30.2500,30.3600,30.1600,30.2300,281155
2019-12-31,30.3600,30.3800,30.1200,30.2600,182613
2019-12-30,29.9500,30.3000,29.8100,30.2500,253924
2019-12-27,30.5000,30.5000,29.9200,29.9500,149348
2019-12-26,30.2000,30.4300,30.1582,30.2300,180160
2019-12-24,30.1000,30.1900,30.0520,30.1500,46224
2019-12-23,30.1400,30.1455,29.8881,30.1000,183127
2019-12-20,30.0000,30.1200,29.8500,29.9800,211425
2019-12-19,30.0300,30.1779,29.9000,30.0100,180768
2019-12-18,29.8500,30.2200,29.8300,30.0100,368952
2019-12-17,30.1200,30.3999,29.8000,30.1600,326048
2019-12-16,30.2500,30.9200,30.1200,30.2300,491316
2019-12-13,30.2500,30.5000,29.9400,30.4200,1496434
2019-12-12,28.8500,30.2000,28.8300,30.1900,1011833
2019-12-11,28.5000,28.8500,28.5000,28.8000,339773
2019-12-10,28.5000,28.9200,28.4900,28.7500,388702
2019-12-09,28.9000,29.1500,28.4500,28.6700,969281
2019-12-06,28.8500,29.4000,28.8500,29.3200,315060
2019-12-05,28.6000,28.8500,28.4000,28.6600,342261
2019-12-04,28.3500,28.7794,28.3500,28.6900,282939
2019-12-03,28.3500,28.8100,28.2001,28.4000,354996
2019-12-02,28.9700,28.9900,28.3450,28.6100,314804
2019-11-29,29.1700,29.4200,28.9300,28.9700,178441
2019-11-27,28.8200,29.0100,28.6812,28.8800,160934
2019-11-26,29.0100,29.1512,28.7500,28.8000,239227
2019-11-25,29.2600,29.3500,28.8500,28.9600,271568
2019-11-22,29.3000,29.4800,29.0900,29.2000,103051
2019-11-21,29.2800,29.4412,29.0200,29.2300,126203
2019-11-20,29.3600,29.4800,29.0701,29.3000,130592
2019-11-19,29.6000,29.6304,29.3300,29.4400,156510
2019-11-18,29.6000,29.7200,29.2400,29.4500,202176
2019-11-15,29.8500,29.9900,29.5500,29.7000,186581
2019-11-14,29.9000,29.9100,29.5800,29.8500,142403
2019-11-13,29.6000,29.9300,29.4000,29.8200,341117
2019-11-12,29.3600,29.9000,29.2500,29.6300,407897
2019-11-11,29.2900,29.3900,29.1500,29.3000,152987
2019-11-08,29.6200,29.7200,29.2250,29.3500,316583
2019-11-07,29.7600,29.7700,29.5050,29.5700,108639
2019-11-06,29.5200,29.7800,29.4400,29.6200,267519
2019-11-05,29.2000,29.7000,29.2000,29.5400,373508
2019-11-04,29.2300,29.3500,29.0100,29.1800,271088
2019-11-01,28.8600,29.1400,28.8600,29.0600,288995
2019-10-31,29.3000,29.4900,28.8100,29.3600,306559
2019-10-30,29.6900,29.7100,29.2700,29.3500,539002
2019-10-29,29.2000,29.8100,29.1100,29.6500,413099
2019-10-28,28.9500,29.2000,28.8100,29.1400,299966
2019-10-25,29.2800,29.4400,28.5800,28.8100,446420
2019-10-24,28.3400,29.6800,28.1200,29.2500,583926
2019-10-23,27.8400,28.3351,27.8300,28.1600,449440
2019-10-22,28.3200,28.5099,27.8300,27.8400,354304
2019-10-21,28.2200,28.5200,28.0800,28.3300,412659
2019-10-18,27.6000,28.2200,27.6000,28.0800,342486
2019-10-17,28.0000,28.2450,27.2300,27.5400,857734
2019-10-16,27.9200,28.2200,27.7800,27.7800,231351
2019-10-15,28.0800,28.2607,27.8600,28.0200,264651
2019-10-14,28.4700,28.6726,28.1500,28.1700,227405
2019-10-11,28.9000,29.0684,28.4600,28.4900,213955
2019-10-10,28.5700,28.8300,28.5100,28.7700,157699
2019-10-09,28.5200,28.7000,28.2500,28.5700,133270
2019-10-08,28.5500,28.9200,28.4500,28.4700,104712
2019-10-07,28.5000,28.9800,28.4100,28.8900,145983
2019-10-04,28.4100,28.8600,28.4000,28.7000,136591
2019-10-03,28.2200,28.6700,28.1000,28.6000,161161
2019-10-02,28.7500,28.9007,28.0600,28.3400,198666
2019-10-01,29.4000,29.4000,28.8199,29.1100,142438
2019-09-30,29.5400,29.5400,29.1200,29.3500,117850
2019-09-27,29.6800,29.6800,28.8650,29.3800,175045
2019-09-26,29.1400,29.5300,28.9000,29.4800,155113
2019-09-25,28.7200,29.0700,28.6500,29.0200,113987
2019-09-24,29.4200,29.5050,28.5800,28.8100,220371
2019-09-23,29.2500,29.7000,29.2000,29.2900,143866
2019-09-20,29.3500,29.5700,29.2900,29.3600,74067
2019-09-19,29.4000,29.6500,29.3410,29.4000,85877
2019-09-18,29.5500,29.7800,29.3500,29.5300,107880
2019-09-17,29.5300,29.9400,29.4400,29.4800,179021
2019-09-16,29.4900,29.9100,29.4000,29.6600,187013
2019-09-13,30.0800,30.1500,29.1700,29.5600,309237
2019-09-12,29.7500,30.1000,29.5200,29.9800,391236
2019-09-11,28.9900,29.8300,28.9100,29.7500,225296
2019-09-10,29.4000,29.6170,29.0426,29.2500,148200
