timestamp,open,high,low,close,volume
2020-02-10,3.6700,3.9100,3.6187,3.8700,67035329
2020-02-07,4.0200,4.0200,3.7400,3.8100,80603454
2020-02-06,4.2000,4.3300,4.0500,4.0800,75460136
2020-02-05,4.3700,4.4800,4.1300,4.3900,73554169
2020-02-04,4.2899,4.7000,4.1600,4.5100,123430967
2020-02-03,3.5350,4.1100,3.5200,4.0600,73844757
2020-01-31,4.0200,4.0400,3.6700,3.7800,77698912
2020-01-30,4.2400,4.3800,4.0100,4.0800,74852748
2020-01-29,4.2300,4.3300,4.0200,4.2700,53344806
2020-01-28,4.2500,4.2700,4.0300,4.2100,48746205
2020-01-27,3.9850,4.3500,3.8400,4.0100,101438582
2020-01-24,5.0000,5.0600,4.5100,4.6600,65433492
2020-01-23,4.5700,4.9500,4.3100,4.9200,102385147
2020-01-22,5.4200,5.6500,4.6900,4.7900,206949568
2020-01-21,4.6000,5.2900,4.5200,5.1700,181125581
2020-01-17,4.5100,4.7050,4.4600,4.6700,109385407
2020-01-16,3.9900,4.4000,3.9100,4.3700,99176742
2020-01-15,4.1900,4.4800,4.0000,4.2900,234552104
2020-01-14,3.7000,3.8200,3.6100,3.7600,55193434
2020-01-13,3.7050,3.7300,3.5200,3.7000,59739857
2020-01-10,3.4900,3.5750,3.4000,3.5100,35626740
2020-01-09,3.4400,3.5800,3.3300,3.4600,54632591
2020-01-08,3.1400,3.4900,3.1300,3.3900,65119460
2020-01-07,3.7000,3.7300,3.2100,3.2400,106557643
2020-01-06,4.1900,4.2400,3.6600,3.6800,106602995
2020-01-03,3.5000,3.9000,3.4800,3.8300,82884373
2020-01-02,4.1000,4.1000,3.6100,3.7200,103718958
2019-12-31,4.1500,4.4200,3.8200,4.0200,214992455
2019-12-30,2.9200,4.8700,2.8800,3.7200,432806553
2019-12-27,2.5400,2.5500,2.4100,2.4200,37548648
2019-12-26,2.4511,2.5200,2.3500,2.5100,44171686
2019-12-24,2.6300,2.6300,2.4500,2.5300,32029806
2019-12-23,2.7399,2.7600,2.6500,2.6700,28561596
2019-12-20,2.6500,2.7200,2.6300,2.6900,50968070
2019-12-19,2.6900,2.7300,2.6100,2.6200,36293311
2019-12-18,2.5800,2.6700,2.5400,2.6300,31805992
2019-12-17,2.5400,2.6300,2.5000,2.5900,45643355
2019-12-16,2.4400,2.5500,2.3900,2.4800,36909770
2019-12-13,2.3100,2.4300,2.2885,2.3900,37228903
2019-12-12,2.3000,2.3300,2.2600,2.2700,22404956
2019-12-11,2.2600,2.3200,2.2300,2.2600,20237112
2019-12-10,2.2000,2.2800,2.1400,2.2700,25204586
2019-12-09,2.2100,2.2500,2.1100,2.2200,31533118
2019-12-06,2.3200,2.3400,2.2000,2.2600,31982082
2019-12-05,2.5300,2.5700,2.2500,2.2700,53232072
2019-12-04,2.4200,2.5800,2.4100,2.4200,46850647
2019-12-03,2.3100,2.4800,2.2500,2.4000,37980466
2019-12-02,2.3500,2.4400,2.3000,2.4400,33041651
2019-11-29,2.3600,2.3600,2.2000,2.2700,32640284
2019-11-27,2.3200,2.5000,2.2800,2.4600,77337254
2019-11-26,2.1200,2.2900,2.1200,2.2800,55568045
2019-11-25,1.9900,2.1200,1.9600,2.0500,36894389
2019-11-22,2.0400,2.0500,1.8800,1.9400,25172977
2019-11-21,1.8700,2.0400,1.8200,1.9800,41458186
2019-11-20,1.8500,1.8700,1.7700,1.8400,20751814
2019-11-19,1.7800,1.8900,1.7800,1.8300,26804316
2019-11-18,1.8800,1.9000,1.7300,1.8000,26520826
2019-11-15,1.7500,1.8400,1.6600,1.8000,32240756
